match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
501,1,Team2,Team9,4,1,Player 234,Player 260,Player 136,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,4,2,Player 234,Player 260,Player 136,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,4,3,Player 234,Player 260,Player 136,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,4,4,Player 260,Player 234,Player 136,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,4,5,Player 260,Player 234,Player 136,0,1,0,0,0,0,0,1,1,,,
501,1,Team2,Team9,4,6,Player 260,Player 234,Player 136,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,4,7,Player 234,Player 260,Player 136,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,5,1,Player 260,Player 234,Player 198,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,5,2,Player 260,Player 234,Player 198,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,5,3,Player 260,Player 234,Player 198,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,5,4,Player 234,Player 260,Player 198,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,5,5,Player 234,Player 260,Player 198,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,5,6,Player 234,Player 260,Player 198,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,6,1,Player 260,Player 234,Player 216,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,6,2,Player 234,Player 260,Player 216,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,6,3,Player 234,Player 260,Player 216,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,6,4,Player 234,Player 260,Player 216,0,0,0,0,1,0,0,1,1,,,
501,1,Team2,Team9,6,5,Player 234,Player 260,Player 216,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,6,6,Player 234,Player 260,Player 216,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,6,7,Player 260,Player 234,Player 216,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,7,1,Player 260,Player 234,Player 436,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,7,2,Player 234,Player 260,Player 436,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,7,3,Player 234,Player 260,Player 436,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,7,4,Player 260,Player 234,Player 436,0,0,0,0,0,0,2,0,2,,,
501,1,Team2,Team9,7,5,Player 260,Player 234,Player 436,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,7,6,Player 260,Player 234,Player 436,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,8,1,Player 234,Player 260,Player 329,0,0,0,0,0,0,2,0,2,,,
501,1,Team2,Team9,8,2,Player 234,Player 260,Player 329,0,0,0,0,0,0,2,0,2,,,
501,1,Team2,Team9,8,3,Player 234,Player 260,Player 329,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,8,4,Player 234,Player 260,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,8,5,Player 260,Player 234,Player 329,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,8,6,Player 260,Player 234,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,9,1,Player 260,Player 234,Player 136,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,9,2,Player 234,Player 260,Player 136,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,9,3,Player 260,Player 234,Player 136,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,9,4,Player 234,Player 260,Player 136,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,9,5,Player 260,Player 234,Player 136,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,9,6,Player 234,Player 260,Player 136,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,10,1,Player 234,Player 260,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,10,2,Player 260,Player 234,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,10,3,Player 234,Player 260,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,10,4,Player 260,Player 234,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,10,5,Player 234,Player 260,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,10,6,Player 260,Player 234,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,11,1,Player 260,Player 234,Player 198,0,0,0,0,0,0,6,0,6,,,
501,1,Team2,Team9,11,2,Player 260,Player 234,Player 198,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,11,3,Player 260,Player 234,Player 198,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,11,4,Player 234,Player 260,Player 198,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,11,5,Player 260,Player 234,Player 198,0,1,0,0,0,0,0,1,1,,,
501,1,Team2,Team9,11,6,Player 260,Player 234,Player 198,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,11,7,Player 260,Player 234,Player 198,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,12,1,Player 260,Player 234,Player 48,0,0,0,0,0,0,2,0,2,,,
501,1,Team2,Team9,12,2,Player 260,Player 234,Player 48,0,0,0,0,0,0,6,0,6,,,
501,1,Team2,Team9,12,3,Player 260,Player 234,Player 48,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,12,4,Player 234,Player 260,Player 48,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,12,5,Player 234,Player 260,Player 48,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,12,6,Player 234,Player 260,Player 48,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,13,1,Player 234,Player 260,Player 329,0,0,0,0,0,0,2,0,2,,,
501,1,Team2,Team9,13,2,Player 234,Player 260,Player 329,0,0,0,0,0,0,6,0,6,,,
501,1,Team2,Team9,13,3,Player 234,Player 260,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,13,4,Player 260,Player 234,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,13,5,Player 234,Player 260,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,13,6,Player 260,Player 234,Player 329,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,14,1,Player 234,Player 260,Player 216,0,0,0,0,0,0,6,0,6,,,
501,1,Team2,Team9,14,2,Player 234,Player 260,Player 216,0,0,0,0,0,0,2,0,2,,,
501,1,Team2,Team9,14,3,Player 234,Player 260,Player 216,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,14,4,Player 260,Player 234,Player 216,0,0,0,0,0,0,2,0,2,,,
501,1,Team2,Team9,14,5,Player 260,Player 234,Player 216,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,14,6,Player 234,Player 260,Player 216,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,15,1,Player 260,Player 234,Player 48,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,15,2,Player 234,Player 260,Player 48,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,15,3,Player 234,Player 260,Player 48,0,0,0,0,0,0,0,0,0,Player 234,caught,Player 216
501,1,Team2,Team9,15,4,Player 260,Player 205,Player 48,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,15,5,Player 205,Player 260,Player 48,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,15,6,Player 260,Player 205,Player 48,0,0,0,0,0,0,0,0,0,Player 260,caught,Player 216
501,1,Team2,Team9,16,1,Player 349,Player 205,Player 329,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,16,2,Player 349,Player 205,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,16,3,Player 205,Player 349,Player 329,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,16,4,Player 205,Player 349,Player 329,0,0,0,0,0,0,6,0,6,,,
501,1,Team2,Team9,16,5,Player 205,Player 349,Player 329,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,16,6,Player 349,Player 205,Player 329,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,17,1,Player 205,Player 349,Player 216,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,17,2,Player 349,Player 205,Player 216,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,17,3,Player 349,Player 205,Player 216,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,17,4,Player 349,Player 205,Player 216,0,0,0,0,0,0,6,0,6,,,
501,1,Team2,Team9,17,5,Player 349,Player 205,Player 216,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,17,6,Player 349,Player 205,Player 216,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,18,1,Player 205,Player 349,Player 198,0,0,0,0,0,0,2,0,2,,,
501,1,Team2,Team9,18,2,Player 205,Player 349,Player 198,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,18,3,Player 205,Player 349,Player 198,0,0,0,1,0,0,0,1,1,,,
501,1,Team2,Team9,18,4,Player 349,Player 205,Player 198,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,18,5,Player 349,Player 205,Player 198,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,18,6,Player 349,Player 205,Player 198,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,19,1,Player 349,Player 205,Player 136,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,19,2,Player 205,Player 349,Player 136,0,0,0,1,0,0,0,1,1,,,
501,1,Team2,Team9,19,3,Player 349,Player 205,Player 136,0,0,0,0,0,0,6,0,6,,,
501,1,Team2,Team9,19,4,Player 349,Player 205,Player 136,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,19,5,Player 205,Player 349,Player 136,0,0,0,0,0,0,2,0,2,,,
501,1,Team2,Team9,19,6,Player 205,Player 349,Player 136,0,0,0,1,0,0,0,1,1,,,
501,1,Team2,Team9,20,1,Player 205,Player 349,Player 198,0,0,0,0,0,0,1,0,1,,,
501,1,Team2,Team9,20,2,Player 349,Player 205,Player 198,0,0,0,0,0,0,6,0,6,,,
501,1,Team2,Team9,20,3,Player 349,Player 205,Player 198,0,0,0,0,0,0,6,0,6,,,
501,1,Team2,Team9,20,4,Player 349,Player 205,Player 198,0,0,0,0,0,0,0,0,0,,,
501,1,Team2,Team9,20,5,Player 349,Player 205,Player 198,0,0,0,0,0,0,4,0,4,,,
501,1,Team2,Team9,20,6,Player 349,Player 205,Player 198,0,0,0,0,0,0,0,0,0,Player 349,run out,Player 198
501,2,Team9,Team2,1,1,Player 217,Player 462,Player 191,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,1,2,Player 462,Player 217,Player 191,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,1,3,Player 462,Player 217,Player 191,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,1,4,Player 462,Player 217,Player 191,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,1,5,Player 462,Player 217,Player 191,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,1,6,Player 217,Player 462,Player 191,0,1,0,0,0,0,0,1,1,,,
501,2,Team9,Team2,1,7,Player 217,Player 462,Player 191,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,2,1,Player 217,Player 462,Player 203,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,2,2,Player 462,Player 217,Player 203,0,1,0,0,0,0,0,1,1,,,
501,2,Team9,Team2,2,3,Player 462,Player 217,Player 203,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,2,4,Player 462,Player 217,Player 203,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,2,5,Player 217,Player 462,Player 203,0,0,0,0,0,0,6,0,6,,,
501,2,Team9,Team2,2,6,Player 217,Player 462,Player 203,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,2,7,Player 217,Player 462,Player 203,0,0,0,0,0,0,4,0,4,,,
501,2,Team9,Team2,3,1,Player 462,Player 217,Player 323,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,3,2,Player 462,Player 217,Player 323,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,3,3,Player 462,Player 217,Player 323,0,0,0,0,0,0,0,0,0,Player 462,caught,Player 260
501,2,Team9,Team2,3,4,Player 217,Player 428,Player 323,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,3,5,Player 217,Player 428,Player 323,0,0,0,0,0,0,4,0,4,,,
501,2,Team9,Team2,3,6,Player 217,Player 428,Player 323,0,0,0,0,0,0,4,0,4,,,
501,2,Team9,Team2,4,1,Player 428,Player 217,Player 205,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,4,2,Player 428,Player 217,Player 205,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,4,3,Player 428,Player 217,Player 205,0,0,0,0,0,0,4,0,4,,,
501,2,Team9,Team2,4,4,Player 428,Player 217,Player 205,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,4,5,Player 217,Player 428,Player 205,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,4,6,Player 217,Player 428,Player 205,0,0,0,0,0,0,6,0,6,,,
501,2,Team9,Team2,5,1,Player 428,Player 217,Player 323,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,5,2,Player 428,Player 217,Player 323,0,0,0,0,0,0,0,0,0,Player 428,caught,Player 59
501,2,Team9,Team2,5,3,Player 217,Player 439,Player 323,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,5,4,Player 439,Player 217,Player 323,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,5,5,Player 439,Player 217,Player 323,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,5,6,Player 439,Player 217,Player 323,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,6,1,Player 217,Player 439,Player 203,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,6,2,Player 439,Player 217,Player 203,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,6,3,Player 439,Player 217,Player 203,0,0,0,0,0,0,0,0,0,Player 439,caught,Player 59
501,2,Team9,Team2,6,4,Player 217,Player 216,Player 203,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,6,5,Player 217,Player 216,Player 203,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,6,6,Player 217,Player 216,Player 203,0,1,0,0,0,0,0,1,1,,,
501,2,Team9,Team2,6,7,Player 217,Player 216,Player 203,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,7,1,Player 216,Player 217,Player 323,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,7,2,Player 216,Player 217,Player 323,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,7,3,Player 216,Player 217,Player 323,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,7,4,Player 216,Player 217,Player 323,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,7,5,Player 217,Player 216,Player 323,0,0,0,0,0,0,6,0,6,,,
501,2,Team9,Team2,7,6,Player 217,Player 216,Player 323,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,8,1,Player 216,Player 217,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,8,2,Player 216,Player 217,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,8,3,Player 216,Player 217,Player 159,0,1,0,0,0,0,0,1,1,,,
501,2,Team9,Team2,8,4,Player 216,Player 217,Player 159,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,8,5,Player 216,Player 217,Player 159,0,0,0,0,0,0,0,0,0,Player 216,caught,Player 205
501,2,Team9,Team2,8,6,Player 217,Player 48,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,8,7,Player 217,Player 48,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,9,1,Player 48,Player 217,Player 375,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,9,2,Player 48,Player 217,Player 375,0,1,0,0,0,0,0,1,1,,,
501,2,Team9,Team2,9,3,Player 48,Player 217,Player 375,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,9,4,Player 48,Player 217,Player 375,0,0,0,0,0,0,0,0,0,Player 48,caught,Player 59
501,2,Team9,Team2,9,5,Player 217,Player 436,Player 375,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,9,6,Player 436,Player 217,Player 375,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,9,7,Player 436,Player 217,Player 375,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,10,1,Player 436,Player 217,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,10,2,Player 436,Player 217,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,10,3,Player 436,Player 217,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,10,4,Player 436,Player 217,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,10,5,Player 436,Player 217,Player 159,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,10,6,Player 217,Player 436,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,11,1,Player 436,Player 217,Player 375,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,11,2,Player 436,Player 217,Player 375,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,11,3,Player 436,Player 217,Player 375,0,0,0,0,0,0,0,0,0,Player 436,stumped,Player 53
501,2,Team9,Team2,11,4,Player 82,Player 217,Player 375,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,11,5,Player 82,Player 217,Player 375,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,11,6,Player 82,Player 217,Player 375,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,12,1,Player 82,Player 217,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,12,2,Player 82,Player 217,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,12,3,Player 82,Player 217,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,12,4,Player 82,Player 217,Player 159,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,12,5,Player 217,Player 82,Player 159,0,0,0,0,0,0,4,0,4,,,
501,2,Team9,Team2,12,6,Player 217,Player 82,Player 159,0,0,0,0,0,0,0,0,0,Player 217,caught,Player 203
501,2,Team9,Team2,13,1,Player 198,Player 82,Player 375,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,13,2,Player 198,Player 82,Player 375,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,13,3,Player 198,Player 82,Player 375,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,13,4,Player 82,Player 198,Player 375,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,13,5,Player 82,Player 198,Player 375,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,13,6,Player 198,Player 82,Player 375,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,14,1,Player 198,Player 82,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,14,2,Player 198,Player 82,Player 159,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,14,3,Player 82,Player 198,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,14,4,Player 82,Player 198,Player 159,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,14,5,Player 82,Player 198,Player 159,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,14,6,Player 198,Player 82,Player 159,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,15,1,Player 82,Player 198,Player 375,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,15,2,Player 198,Player 82,Player 375,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,15,3,Player 82,Player 198,Player 375,0,0,0,0,0,0,6,0,6,,,
501,2,Team9,Team2,15,4,Player 82,Player 198,Player 375,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,15,5,Player 198,Player 82,Player 375,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,15,6,Player 82,Player 198,Player 375,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,16,1,Player 198,Player 82,Player 323,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,16,2,Player 82,Player 198,Player 323,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,16,3,Player 198,Player 82,Player 323,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,16,4,Player 82,Player 198,Player 323,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,16,5,Player 198,Player 82,Player 323,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,16,6,Player 82,Player 198,Player 323,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,17,1,Player 82,Player 198,Player 203,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,17,2,Player 198,Player 82,Player 203,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,17,3,Player 82,Player 198,Player 203,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,17,4,Player 82,Player 198,Player 203,0,1,0,0,0,0,0,1,1,,,
501,2,Team9,Team2,17,5,Player 82,Player 198,Player 203,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,17,6,Player 82,Player 198,Player 203,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,17,7,Player 198,Player 82,Player 203,0,0,0,0,0,0,6,0,6,,,
501,2,Team9,Team2,18,1,Player 82,Player 198,Player 191,0,0,0,0,0,0,2,0,2,,,
501,2,Team9,Team2,18,2,Player 82,Player 198,Player 191,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,18,3,Player 82,Player 198,Player 191,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,18,4,Player 198,Player 82,Player 191,0,1,0,0,0,0,0,1,1,,,
501,2,Team9,Team2,18,5,Player 198,Player 82,Player 191,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,18,6,Player 82,Player 198,Player 191,0,0,0,0,0,0,6,0,6,,,
501,2,Team9,Team2,18,7,Player 82,Player 198,Player 191,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,19,1,Player 198,Player 82,Player 203,0,0,0,0,0,0,6,0,6,,,
501,2,Team9,Team2,19,2,Player 198,Player 82,Player 203,0,0,0,0,0,0,4,0,4,,,
501,2,Team9,Team2,19,3,Player 198,Player 82,Player 203,0,0,0,1,0,0,0,1,1,,,
501,2,Team9,Team2,19,4,Player 82,Player 198,Player 203,0,0,0,0,0,0,6,0,6,,,
501,2,Team9,Team2,19,5,Player 82,Player 198,Player 203,0,0,0,0,0,0,0,0,0,Player 82,caught,Player 349
501,2,Team9,Team2,19,6,Player 198,Player 329,Player 203,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,20,1,Player 198,Player 329,Player 191,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,20,2,Player 329,Player 198,Player 191,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,20,3,Player 198,Player 329,Player 191,0,0,0,0,0,0,1,0,1,,,
501,2,Team9,Team2,20,4,Player 329,Player 198,Player 191,0,0,0,0,0,0,4,0,4,,,
501,2,Team9,Team2,20,5,Player 329,Player 198,Player 191,0,0,0,0,0,0,0,0,0,,,
501,2,Team9,Team2,20,6,Player 329,Player 198,Player 191,0,0,0,0,0,0,1,0,1,,,
502,1,Team7,Team8,1,1,Player 248,Player 222,Player 393,0,0,0,0,0,0,1,0,1,,,
502,1,Team7,Team8,1,2,Player 222,Player 248,Player 393,0,0,0,0,0,0,0,0,0,,,
502,1,Team7,Team8,1,3,Player 222,Player 248,Player 393,0,0,0,0,0,0,0,0,0,,,
502,1,Team7,Team8,1,4,Player 222,Player 248,Player 393,0,0,0,0,0,0,1,0,1,,,
502,1,Team7,Team8,1,5,Player 248,Player 222,Player 393,0,0,0,0,0,0,4,0,4,,,
502,1,Team7,Team8,1,6,Player 248,Player 222,Player 393,0,0,0,0,0,0,0,0,0,,,
502,1,Team7,Team8,2,1,Player 222,Player 248,Player 79,0,0,0,0,0,0,0,0,0,,,
502,1,Team7,Team8,2,2,Player 222,Player 248,Player 79,0,0,0,0,0,0,4,0,4,,,
502,1,Team7,Team8,2,3,Player 222,Player 248,Player 79,0,0,0,0,0,0,1,0,1,,,
502,1,Team7,Team8,2,4,Player 248,Player 222,Player 79,0,0,0,0,0,0,0,0,0,,,
502,1,Team7,Team8,2,5,Player 248,Player 222,Player 79,0,0,0,0,0,0,0,0,0,,,
502,1,Team7,Team8,2,6,Player 248,Player 222,Player 79,0,0,0,0,0,0,0,0,0,,,
